"","business_id","full_address","open","city","review_count","name","longitude","state","stars","latitude","Take-out","Noise Level","Delivery","Has TV","Outdoor Seating","Attire","Accepts Credit Cards","Price Range","Smoking","Wi-Fi","Suggest_For","Environment","Parkingcondition","Musiccondition"
"71617","PJmNg6ahKgd53gOLBvSZjg","31 27th St
South Side
Pittsburgh, PA 15203",TRUE,"Pittsburgh",16,"Cup ka Joe",-79.9672912202002,"PA",4.5,40.4264037219342,"TRUE","No Record","No Record","No Record","TRUE","No Record","TRUE","1","No Record","free","No Record","No Record","Can parking","No Record"
"71657","EKTqp9HjiFMOT6soOUbtJg","4407 Butler St
Lawrenceville
Pittsburgh, PA 15201",FALSE,"Pittsburgh",25,"San Lorenzo Ristorante",-79.9598308135727,"PA",4,40.471828,"TRUE","average","No Record","FALSE","FALSE","casual","TRUE","3","No Record","no","dinner","casual","Can parking","No Record"
"71670","0iLGx8ilwfncucnYAknzzw","632 Washington Rd
Pittsburgh, PA 15228",TRUE,"Pittsburgh",30,"Lebo Subs",-80.0443604,"PA",4,40.3819604,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","no","lunch","casual","Can parking","No Record"
"71686","PhzATk8aYydq9E0Aj4-fwA","5986 Penn Circle S
Shadyside
East Liberty, PA 15206",TRUE,"East Liberty",35,"Chipotle Mexican Grill",-79.9255199,"PA",3.5,40.4592086,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","1","No Record","no","lunch","casual","Can parking","No Record"
"71776","kWhdjylKUdokPAnSAvN85g","3316 Main St
Munhall, PA 15120",TRUE,"Munhall",7,"Binali Pizza",-79.90246,"PA",2.5,40.3869701,"No Record","No Record","No Record","FALSE","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","No Record","No Record"
"71828","u-PbFb01OqXOuYN86x1QSA","3511 Butler St
Lawrenceville
Pittsburgh, PA 15201",TRUE,"Pittsburgh",28,"Bella Christie's & Lil Z's Sweet Boutique",-79.966333,"PA",4,40.464398,"TRUE","No Record","TRUE","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","Can parking","No Record"
"71847","TC-uA4FLhphfRwR1O-9y3A","Amazing Yoga
1506 E Carson St
South Side
Pittsburgh, PA 15203",TRUE,"Pittsburgh",72,"Amazing Cafe",-79.9831142,"PA",4.5,40.4286788,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","free","brunch","hipster","Can parking","No Record"
"71855","nP_-BYWSPNEeVY7L2tSojw","226 Meyran Ave
Oakland
Pittsburgh, PA 15213",FALSE,"Pittsburgh",18,"Winghart's Burger & Whiskey Bar",-79.957556,"PA",3,40.439681,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","outdoor","no","lunch","divey","Can parking","jukebox"
"71896","Kb_IKB2BclV0EHkeKMvyLQ","100 W Station Sq Dr
South Side
Pittsburgh, PA 15219",TRUE,"Pittsburgh",14,"Gandy Dancer Saloon",-80.0037035,"PA",3.5,40.433197,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","outdoor","No Record","Not Mentioned","Not Mentioned","No parking","No Music"
"71899","aH-EzK0bxkUvukAokXDy0A","5832 Forward Ave
Squirrel Hill
Pittsburgh, PA 15217",TRUE,"Pittsburgh",6,"Squirrel Hill Sports Bar",-79.922367720359,"PA",3,40.4294606204902,"No Record","loud","No Record","TRUE","FALSE","No Record","TRUE","1","yes","No Record","No Record","casual","Can parking","jukebox"
"71964","EugM24RP6XmpicJ6Ef57OA","108 19th St
Strip District
Pittsburgh, PA 15222",TRUE,"Pittsburgh",8,"The Olive Tap",-79.9805948,"PA",4.5,40.4535609,"TRUE","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"71975","e7HwvsagBGIXXygZDuNMNQ","1704 Shady Ave
Squirrel Hill
Pittsburgh, PA 15217",TRUE,"Pittsburgh",90,"Independent Brewing Company",-79.9195291191728,"PA",4,40.4376827662703,"FALSE","average","FALSE","FALSE","TRUE","casual","TRUE","2","no","free","dinner","casual","Can parking","background_music"
"71997","KO8nkZcKAWmw4bCcylsnPw","300C Beverly Rd
Pittsburgh, PA 15216",TRUE,"Pittsburgh",5,"IO Deli",-80.049921,"PA",4,40.38892,"TRUE","No Record","No Record","FALSE","FALSE","casual","TRUE","2","No Record","No Record","Not Mentioned","No Record","No Record","No Record"
"72066","wi2JCjaEob10YvC2TbTxhQ","564 Forbes Ave
Downtown
Pittsburgh, PA 15219",FALSE,"Pittsburgh",9,"Burg's in the Burgh",-79.995074,"PA",4,40.437655,"TRUE","quiet","FALSE","TRUE","TRUE","casual","TRUE","1","outdoor","free","lunch","Not Mentioned","No parking","jukebox"
"72093","Ic4tarW6OsR41pl19lgcdA","301 E Carson St
South Side
Pittsburgh, PA 15219",TRUE,"Pittsburgh",5,"Gabriella's Gourmet On the Go",-79.9977401643991,"PA",4,40.4296601263636,"TRUE","quiet","TRUE","TRUE","No Record","casual","TRUE","1","No Record","No Record","Not Mentioned","Not Mentioned","No Record","No Record"
"72096","9tEz0kwrEnhi7-CVg8pktw","412 First Ave
Downtown
Pittsburgh, PA 15219",FALSE,"Pittsburgh",3,"Verde Good Beans",-80.0000142,"PA",4.5,40.4370074,"No Record","No Record","No Record","FALSE","No Record","No Record","No Record","1","No Record","free","No Record","No Record","No Record","No Record"
"72103","IfLn-5ZVXUCDmp6Dl_XA7g","601 52nd St
Lawrenceville
Pittsburgh, PA 15201",TRUE,"Pittsburgh",7,"52nd Street Market",-79.9519353,"PA",5,40.4787959,"TRUE","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"72155","0k7Jno-a9OoYitWZ-KFzhw","4744 Liberty Ave
Bloomfield
Pittsburgh, PA 15222",FALSE,"Pittsburgh",7,"Poppy's Bistro and Pub",-79.9484943,"PA",2.5,40.4612318,"TRUE","loud","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","No Record","Not Mentioned","Not Mentioned","No parking","No Record"
"72171","_k_sQxAZSrFpN3U9BWv9HQ","1000 Fort Duquesne Blvd
Strip District
Pittsburgh, PA 15222",TRUE,"Pittsburgh",4,"Pittsburgh Winter Beerfest",-79.99496,"PA",4.5,40.446578,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","No Record","No Record"
"72202","KiLWYjtTcSL0kc8l3odQlA","2512 E Carson St
South Side
Pittsburgh, PA 15203",FALSE,"Pittsburgh",53,"El Toro Loco",-79.969291,"PA",4,40.42746,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","free","lunch","casual","Can parking","No Record"
"72248","3hXlrFPOD1NuXb67JJIx4A","3704 Greensprings Ave
West Mifflin, PA 15122",TRUE,"West Mifflin",3,"Homeville Trolley Stop",-79.8848141,"PA",3.5,40.3918374,"TRUE","No Record","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","No Record","Not Mentioned","Not Mentioned","No Record","No Record"
"72293","R8RUEi5TLsGNxGSCeYby_g","10 Smithfield St
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",10,"Palmyra Mediterrean Cuisine",-80.000468,"PA",4,40.436919,"TRUE","quiet","TRUE","FALSE","FALSE","casual","TRUE","1","No Record","no","Not Mentioned","Not Mentioned","No parking","No Record"
"72296","Tn5Rbb_zehQL44WpytV_rg","1230 Grandview Ave
Duquesne Heights
Pittsburgh, PA 15211",TRUE,"Pittsburgh",234,"Altius",-80.019299,"PA",4.5,40.438556,"FALSE","average","FALSE","FALSE","FALSE","dressy","TRUE","3","No Record","no","dinner","classy","Can parking","No Record"
"72306","ouhhDrpLqsFVPqy0x-lr0A","1006 Washington Ave
Carnegie, PA 15106",FALSE,"Carnegie",6,"Patron's Pizza",-80.0828363,"PA",3,40.3988212,"FALSE","No Record","FALSE","FALSE","FALSE","No Record","FALSE","1","No Record","no","Not Mentioned","No Record","No Record","No Record"
"72332","y6Ye8WWkPIIDSMP9WVwx7Q","50 Freeport Rd
Ste 300
Aspinwall
Pittsburgh, PA 15215",TRUE,"Pittsburgh",24,"Ephesus Mediterranean Kitchen",-79.9079458810267,"PA",3.5,40.4914689117962,"TRUE","average","TRUE","FALSE","FALSE","casual","TRUE","2","No Record","No Record","Not Mentioned","Not Mentioned","No Record","No Record"
"72344","VrkTAT-gBdhagkXLz1_eUg","1204 Federal St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",16,"Rasta House Caribbean Resturant",-80.006524,"PA",4,40.456127,"TRUE","quiet","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","no","lunch, dinner","divey","Can parking","No Record"
"72467","JId49VgiWOS30qK7tn3JXw","5147 Butler St
Lawrenceville
Pittsburgh, PA 15201",TRUE,"Pittsburgh",76,"Dive Bar & Grill",-79.9552129,"PA",4,40.4796743,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","no","no","lunch","trendy","Can parking","No Music"
"72545","sw-4U5jyHk2qIQIcCGMQsA","3053 Brighton Rd
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",15,"Cerasoli Pizzeria",-80.0288691,"PA",3,40.4736148,"TRUE","quiet","TRUE","FALSE","FALSE","casual","TRUE","2","No Record","no","Not Mentioned","Not Mentioned","No parking","No Record"
"72560","Kqj8pAp4xUD0wOAQ2pP5pg","172 Lincoln Ave
Bellevue
Bellevue, PA 15202",TRUE,"Bellevue",48,"Thai Tamarind",-80.047502,"PA",4,40.491205,"TRUE","quiet","FALSE","FALSE","TRUE","casual","TRUE","2","No Record","no","lunch","casual","Can parking","No Record"
"72575","sarzN0hejeOKnsv7QJf_bw","Sky Level
1601 E Carson St
South Side
Pittsburgh, PA 15203",TRUE,"Pittsburgh",11,"Skybar Pittsburgh",-79.982546,"PA",2.5,40.4290096,"No Record","loud","No Record","TRUE","TRUE","No Record","TRUE","2","no","No Record","No Record","casual","Can parking","dj, background_music"
"72588","jdCWPS_Gh2burgvscJd-MA","4042 Saw Mill Run Blvd
Pittsburgh, PA 15227",TRUE,"Pittsburgh",15,"Everest Ethnic Restaurant",-79.9841868574915,"PA",3.5,40.3676799080165,"TRUE","quiet","TRUE","TRUE","FALSE","casual","TRUE","1","No Record","free","Not Mentioned","casual","Can parking","No Record"
"72707","4_ui2UwZ3n9SLTFIAL68Ew","Downtown
Pittsburgh, PA",TRUE,"Pittsburgh",4,"Reids Fresh Express",-79.9958864,"PA",4.5,40.4406248,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","No parking","No Record"
"72760","o8rfoxD5KyMUNxeWIaJhJw","3055 Brereton St
Polish Hill
Pittsburgh, PA 15219",TRUE,"Pittsburgh",10,"Pope's Place",-79.9676758264184,"PA",4.5,40.4566701102885,"No Record","average","No Record","TRUE","FALSE","No Record","TRUE","1","No Record","No Record","No Record","divey","No parking","jukebox"
"72771","L3x-8hjCSSh5CdfJAeiDxg","1908 E Carson St
South Side
Pittsburgh, PA 15203",TRUE,"Pittsburgh",72,"Carmella's Plates & Pints",-79.9787491187453,"PA",4,40.4283922157734,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","2","no","No Record","Not Mentioned","trendy","Can parking","background_music"
"72841","kCn8O1IFisAEHrXbQAtirQ","1613 S Braddock Ave
Pittsburgh, PA 15218",TRUE,"Pittsburgh",6,"Yogurt City",-79.8907061,"PA",4,40.4271728,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","1","No Record","no","No Record","No Record","No parking","No Record"
"72849","BItKYpyJNZFMSEs9yh7mJA","733 Broadway Ave
Stowe Township, PA 15136",TRUE,"Stowe Township",14,"1905 Eatery",-80.089003,"PA",4,40.471085,"TRUE","quiet","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","No Record","Not Mentioned","Not Mentioned","No parking","No Record"
"72858","SzYlhYIN2i2RDYs2YCrygg","133 S Highland Ave
East Liberty
Pittsburgh, PA 15206",TRUE,"Pittsburgh",78,"Patron Mexican Grill",-79.9249675,"PA",3.5,40.460303,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","free","dinner","casual","Can parking","No Record"
"72886","dHQgIwdnTvtsl-st6SdRpA","Bloomfield
Pittsburgh, PA 15206",FALSE,"Pittsburgh",3,"The Pop Stop",-79.9406561226898,"PA",3.5,40.4622531593227,"No Record","No Record","No Record","No Record","No Record","No Record","No Record","1","No Record","No Record","No Record","No Record","No Record","No Record"
"72899","Waw-udotzXTvNXCyycxPAA","75 S 17th St
South Side
Pittsburgh, PA 15203",TRUE,"Pittsburgh",21,"South Side BBQ Company Truck",-79.9817869,"PA",3.5,40.4293726,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","1","No Record","No Record","Not Mentioned","No Record","No parking","No Record"
"72900","MX0sF2mvfAjQ3MigOZGTOg","Downtown
Pittsburgh, PA",TRUE,"Pittsburgh",10,"Brassero Grill Truck",-79.9958864,"PA",3.5,40.4406248,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","1","No Record","No Record","Not Mentioned","No Record","No Record","No Record"
"72946","q19XuU23LSZsFyR2-3IC_w","5884 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232",FALSE,"Pittsburgh",16,"Open Bottle Bistro",-79.9279112,"PA",3.5,40.457682,"No Record","average","No Record","FALSE","TRUE","casual","TRUE","2","No Record","No Record","Not Mentioned","intimate","Can parking","No Music"
"72949","nwVGjLVWCzmX5hm8xI2O2A","2500 W Liberty Ave
Beechview
Pittsburgh, PA 15226",FALSE,"Pittsburgh",24,"The Smokehouse Bar & Grill",-80.025491,"PA",3.5,40.399184,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","no","Not Mentioned","casual","No parking","No Record"
"72990","ka8jpDoaKjCBSpBP8OvERA","2773 Sidney St
South Side
Pittsburgh, PA 15203",TRUE,"Pittsburgh",54,"SAKE Asian Cuisine & Sushi Bar",-79.9652146,"PA",3.5,40.427381,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","no","Not Mentioned","Not Mentioned","Can parking","No Record"
"73165","pTo7Bolw3_8olGhRtfSrjQ","1525 5th Ave
The Hill District
Pittsburgh, PA 15219",TRUE,"Pittsburgh",26,"Pizza Care",-79.984349,"PA",3.5,40.438725,"FALSE","quiet","FALSE","FALSE","FALSE","casual","FALSE","1","No Record","no","latenight","casual","No Record","No Record"
"73209","PP1iNmpyRIEVpWv98IVvFw","444 Liberty Ave
Ste 100
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",97,"Eddie Merlot's",-80.0047092,"PA",4,40.4408674,"TRUE","average","FALSE","TRUE","TRUE","dressy","TRUE","3","No Record","no","dinner","classy","Can parking","No Record"
"73211","6BE16zjI11ie57QFCat-Jg","810 Ravine St
Munhall, PA 15120",FALSE,"Munhall",4,"Stay Tuned Distillery",-79.89543,"PA",5,40.408036,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","3","No Record","No Record","No Record","No Record","No parking","No Record"
"73228","l3ZH41X7rNxP2K75stSWvw","7600 Forbes Ave
Regent Square
Pittsburgh, PA 15221",TRUE,"Pittsburgh",200,"Istanbul Sofra",-79.8974592089652,"PA",4.5,40.4395831125655,"TRUE","average","TRUE","FALSE","TRUE","casual","TRUE","2","outdoor","free","dessert","casual","Can parking","No Record"
"73268","g4bQ-4XVPXh2EBwVEIVMBQ","126 S Highland Ave
East Liberty
Pittsburgh, PA 15206",TRUE,"Pittsburgh",66,"Pizza Taglio",-79.9250006,"PA",4,40.4603426,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","free","dinner","trendy","Can parking","No Record"
"73272","JnOZS5bvQypTaCW1e1W4IQ","6001 Buttermilk Hollow Rd
West Mifflin, PA 15122",TRUE,"West Mifflin",3,"Shop-n-Go Deli",-79.907143,"PA",4.5,40.362547,"TRUE","average","FALSE","No Record","No Record","No Record","TRUE","No Record","No Record","No Record","Not Mentioned","No Record","Can parking","No Record"
"73275","jmquanz2qdn_IEgxmn0wsQ","299 W Bridge St
Homestead
Homestead, PA 15120",TRUE,"Homestead",204,"Burgatory",-79.9177637822221,"PA",4,40.4071527935134,"TRUE","loud","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","no","lunch","casual","Can parking","No Record"
"73356","_BUOZDGlYf-zBALjtnXyBA","1327 Arch St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",8,"Allegheny City Market",-80.009625,"PA",5,40.457244,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"73420","CuqjCQt-gCYBYFLDOdsQcA","860 Saw Mill Run Blvd
Brookline
Pittsburgh, PA 15226",TRUE,"Pittsburgh",44,"Old Town Buffet",-80.0143656,"PA",3,40.3900597,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","no","lunch","casual","Can parking","No Record"
"73499","vXEFKN1Gc1BfW3d6ZhKnyw","1936 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217",TRUE,"Pittsburgh",11,"It's Dogg'n It",-79.9229464067459,"PA",3,40.4350444026012,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","3","No Record","No Record","No Record","No Record","No Record","No Record"
"73520","JyldCiKvK1m72VS6tuC_Qg","190 Castle Shannon Blvd
Pittsburgh, PA 15228",TRUE,"Pittsburgh",43,"Hitchhiker Brewing Company",-80.0406816363071,"PA",4,40.3775998665873,"TRUE","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"73526","3LM_yK3iF2VjkS6mFRF58w","600 Brookline Blvd
Brookline
Pittsburgh, PA 15226",FALSE,"Pittsburgh",17,"Bama's Southern Kitchen",-80.0225039,"PA",4.5,40.3951787,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","No Record","lunch, dinner","Not Mentioned","Can parking","No Record"
"73561","sKEvPWK2QrvlCFf0gpi4LQ","210 6th Ave
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",16,"Erin's Fine Foods Deli",-80.0000734165654,"PA",3.5,40.4423639516439,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","2","No Record","no","lunch","Not Mentioned","No parking","No Record"
"73577","AXxtBH6ctfRD_pPh9ZsANQ","436 Market St
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",60,"No. 1 Sushi Sushi",-80.002126,"PA",4.5,40.441062,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","no","lunch","divey","Can parking","No Record"
"73793","ewc5YyPqavv4IK66z1W6WA","112 Abbeyville Rd.
Pittsburgh, PA 15228",TRUE,"Pittsburgh",31,"Sawasdee Thai Kitchen",-80.0501363621796,"PA",4,40.3518600673396,"TRUE","No Record","TRUE","FALSE","FALSE","casual","TRUE","2","No Record","no","Not Mentioned","Not Mentioned","No Record","No Record"
"73794","El6fv45PRpTnI4OnAqQHdA","5813 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217",TRUE,"Pittsburgh",66,"Sukhothai Bistro",-79.9223846,"PA",3.5,40.4381461,"TRUE","quiet","TRUE","FALSE","FALSE","casual","TRUE","2","No Record","no","lunch","trendy","Can parking","No Record"
"73802","4lzxUZD6_SVc10wyDn-H6g","500 Liberty Ave
Downtown
Pittsburgh, PA 15222",FALSE,"Pittsburgh",8,"Thai Hana Restaurant",-80.003478,"PA",3,40.441237,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","No Record","Not Mentioned","Not Mentioned","No parking","No Record"
"73806","U6kxFJSkFSqSxYXWGh6gtw","2401 Penn Ave
Strip District
Pittsburgh, PA 15222",TRUE,"Pittsburgh",4,"Family Farm Creameries",-79.9805948,"PA",5,40.4535609,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","No parking","No Record"
"73818","NFXC7M5LJV8Hz9MfI6LybA","230 W Station Sq Dr
South Side
Pittsburgh, PA 15235",TRUE,"Pittsburgh",75,"Hard Rock Cafe",-80.0046116486192,"PA",3,40.4337286103948,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","no","free","lunch","hipster","Can parking","No Record"
"73861","5dbzunCt920nwML5pYegsQ","10 Sherman St
Millvale
Pittsburgh, PA 15209",TRUE,"Pittsburgh",68,"Grist House Craft Brewery",-79.971985,"PA",4.5,40.47886,"FALSE","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"73866","FccyNVTfKa2Dj3asXi10NQ","131 E Main St
Carnegie
Carnegie, PA 15106",TRUE,"Carnegie",65,"One Thirty One East",-80.086177,"PA",4.5,40.408037,"TRUE","average","FALSE","TRUE","TRUE","dressy","TRUE","2","No Record","free","dinner","trendy","No parking","No Record"
"73900","tdw9hdKyxZZcA4WBy_y83Q","1055 Spring Garden Ave
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",13,"Wigle Whiskey Barrelhouse and Whiskey Garden",-79.9933653,"PA",4.5,40.4591763,"FALSE","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"73901","0ORPehdGZci1Z_BTKe_5VA","942 Penn Ave
3rd Floor
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",42,"Il Tetto:  A Rooftop Beer Garden",-79.9964366,"PA",3,40.4439496,"FALSE","loud","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","free","Not Mentioned","Not Mentioned","Can parking","No Music"
"73927","KZ_sB0t8H25nT2UNfzWdDw","3600 Brownsville Rd
Pittsburgh, PA 15227",TRUE,"Pittsburgh",14,"Disilva's Pizzeria",-79.9758046,"PA",3,40.3738079,"TRUE","average","TRUE","TRUE","FALSE","casual","TRUE","2","No Record","free","Not Mentioned","No Record","No parking","No Record"
"73932","IwS-csQKkWt3lYr25Mx2uA","4806 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",30,"Scoops in Bloomfield",-79.946845533727,"PA",4,40.460400261899,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","1","No Record","no","No Record","No Record","Can parking","No Record"
"73933","sdZPSNFm5dosRMICiYkjyg","5050 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",6,"Bloomfield Saturday Market",-79.9442895,"PA",4,40.4590954,"TRUE","No Record","No Record","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","Can parking","No Record"
"73934","guNwJnrGcVAJZqUNL_5m8A","232 W Bridge St
Homestead
Homestead, PA 15120",FALSE,"Homestead",9,"Sincerely Yogurt",-79.9173797,"PA",3.5,40.4071541,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","free","No Record","No Record","Can parking","No Record"
"74014","2qPTMjevPpL277yfFfGvFw","1110 Federal St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",6,"Nana's Hot Dog Shop",-80.0065429,"PA",4,40.455929,"TRUE","loud","FALSE","FALSE","FALSE","casual","FALSE","1","No Record","no","Not Mentioned","Not Mentioned","No parking","No Record"
"74050","Jo9RAtbZWSAN9JHl3HOEog","5741 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232",FALSE,"Pittsburgh",7,"The Ave",-79.931512,"PA",3.5,40.455763,"TRUE","loud","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","no","Not Mentioned","Not Mentioned","Can parking","No Record"
"74062","53qWOpcsaMw4ZQAJi5OIbw","4305 Main St
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",60,"Feng Japanese Steak Hibachi & Sushi House",-79.9528867,"PA",4,40.4639582,"TRUE","average","TRUE","TRUE","FALSE","casual","TRUE","2","No Record","no","dinner","casual","Can parking","No Record"
"74126","0dAVMBoh0nK56--4dGAaDA","111 Smithfield St
Downtown
Pittsburgh, PA 15222",FALSE,"Pittsburgh",4,"Curry Leaf Indian Bistro",-80.000574,"PA",3,40.43766,"No Record","quiet","No Record","FALSE","FALSE","casual","TRUE","1","No Record","No Record","No Record","Not Mentioned","No parking","No Record"
"74307","h27XSUr66bI87J01FsYDpw","736 Bellefonte St
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",187,"The Yard Gastropub",-79.9341804,"PA",3.5,40.4513696,"TRUE","loud","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","free","brunch","trendy","Can parking","No Record"
"74316","6U9R88kd-juZubgWypySZQ","Cool Springs
1530 Hamilton Rd
Pittsburgh, PA 15234",TRUE,"Pittsburgh",17,"Fairway Grille",-80.0146199,"PA",3.5,40.3540905,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","No Record","Not Mentioned","Not Mentioned","No parking","No Record"
"74350","LW_yiJcvZsACitAgU5Bi2g","2614 Brownsville Rd
Carrick
Pittsburgh, PA 15227",TRUE,"Pittsburgh",26,"Family Restaurant",-79.9783793091774,"PA",5,40.385065750254,"TRUE","quiet","TRUE","TRUE","FALSE","casual","TRUE","2","No Record","no","Not Mentioned","casual","No parking","No Record"
"74399","YQZwDj0k6vRpbTr5RmWBOQ","226 Shady Ave
Shadyside
Pittsburgh, PA 15206",FALSE,"Pittsburgh",3,"The Coffee Underground",-79.9223818,"PA",3.5,40.4588237,"No Record","No Record","No Record","No Record","FALSE","No Record","TRUE","3","No Record","No Record","No Record","No Record","No parking","No Record"
"74464","zKPZZxbSZmPu6IcFZ4YHJQ","1900 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217",FALSE,"Pittsburgh",31,"Mandy's Pizza",-79.923263,"PA",3,40.435861,"TRUE","average","TRUE","TRUE","FALSE","casual","TRUE","2","No Record","free","Not Mentioned","casual","Can parking","No Record"
"74489","W4lkEQMYz3hdR1SvIIFzyQ","3 PPG Pl
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",15,"Five Guys Burgers and Fries",-80.0028687900005,"PA",3.5,40.4402035143125,"TRUE","No Record","FALSE","FALSE","TRUE","casual","TRUE","2","No Record","no","brunch","Not Mentioned","No parking","No Record"
"74497","GjbCtTIClnXdsJ8W3j8GZw","4800 Kennywood Blvd
West Mifflin, PA 15122",TRUE,"West Mifflin",29,"Johnny Rockets",-79.865458,"PA",2,40.390315,"FALSE","loud","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","no","lunch","Not Mentioned","No parking","No Record"
"74685","IA6PfHhZ9MPfBBvyVBIJpg","5200 Penn Ave
Bloomfield
Pittsburgh, PA 15224",FALSE,"Pittsburgh",4,"Bottom Dollar Food",-79.939789,"PA",4,40.464219,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","No parking","No Record"
"74704","c21i4iNilY3OUcpUk6SVJw","825 Wood St
Pittsburgh, PA 15221",TRUE,"Pittsburgh",4,"New Lucky",-79.8856765,"PA",3,40.4426682,"No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record"
"74723","sTv6Hth3duI_kmK1CUYo4A","601 Longfellow Dr
Homestead
Munhall, PA 15120",TRUE,"Munhall",3,"Perrino's Pizzeria & Market",-79.9124964,"PA",3.5,40.3884999,"TRUE","average","TRUE","FALSE","FALSE","casual","TRUE","2","No Record","free","Not Mentioned","No Record","No parking","No Record"
"74726","sB-Mo3bBzqUEfm7O1xV_KA","700 Cedar Ave
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",91,"Subba",-80.0022396337077,"PA",4,40.4533604701704,"TRUE","quiet","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","free","dinner","casual","Can parking","No Record"
